Rua Professor Lindolfo da Rocha Pombo,Bacacheri,Curitiba,82520-580
Rua Fagundes Varela,Bacacheri,Curitiba,82520-702
Rua Purus,Bacacheri,Curitiba,82520-750
Rua Ribeiralta,Bacacheri,Curitiba,82520-780
"Rua Fagundes Varela, 1405",Jardim Social,Curitiba,82520-981
Avenida Nossa Senhora da Luz,Jardim Social,Curitiba,82530-010
Rua Arcésio Guimarães,Jardim Social,Curitiba,82530-100
Rua Raphael Papa,Jardim Social,Curitiba,82530-190
Avenida Marechal Humberto de Alencar Castelo Branco,Cristo Rei,Curitiba,82530-195
Rua Doutor João Evangelista Espíndola,Tarumã,Curitiba,82530-203
Avenida Victor Ferreira do Amaral,Tarumã,Curitiba,82530-230
Rua Presidente Epitácio Pessoa,Tarumã,Curitiba,82530-270
Avenida Affonso Penna,Tarumã,Curitiba,82530-280
Rua Antônio Camilo,Tarumã,Curitiba,82530-450
Rua Ary Barroso,Boa Vista,Curitiba,82540-000
Rua Leopoldo Manson Vaz,Boa Vista,Curitiba,82540-020
Rua Holanda,Boa Vista,Curitiba,82540-040
Rua Leão Sallum,Boa Vista,Curitiba,82540-050
Rua João Schleder Sobrinho,Boa Vista,Curitiba,82540-060
Rua Benvenuto Gusso,Boa Vista,Curitiba,82540-080
Rua José Merhy,Boa Vista,Curitiba,82540-090
Rua Desembargador Aurélio Feijó,Boa Vista,Curitiba,82540-091
Rua Carlos de Campos,Boa Vista,Curitiba,82540-110
Rua Jovino do Rosário,Boa Vista,Curitiba,82540-115
Rua Vicente Ciccarino,Boa Vista,Curitiba,82540-120
Rua Albina Lunardon Dariva,Boa Vista,Curitiba,82540-180
Rua Miguel Piekarski,Boa Vista,Curitiba,82540-190
Rua Carlota Straube de Araújo,Boa Vista,Curitiba,82540-220
Rua Capistrano de Abreu,Boa Vista,Curitiba,82540-320
Rua Eugênio Mocelin,Boa Vista,Curitiba,82540-360
Rua Nossa Senhora de Nazaré,Boa Vista,Curitiba,82560-000
Rua Francisco Prestes Maia,Boa Vista,Curitiba,82560-010
Rua João Havro,Boa Vista,Curitiba,82560-020
Rua Lodovico Geronazzo,Boa Vista,Curitiba,82560-040
Rua Humberto Geronasso,Barreirinha,Curitiba,82560-160
Rua Paula Prevedello Gusso,Barreirinha,Curitiba,82560-170
Rua José Paschoal Paula,Barreirinha,Curitiba,82560-190
Rua dos Alfeneiros,Boa Vista,Curitiba,82560-300
Rua Maria Carmelina Nenon,Boa Vista,Curitiba,82560-310
Rua Carlota Straube de Araújo,Boa Vista,Curitiba,82560-330
Rua Miguel Piekarski,Boa Vista,Curitiba,82560-340
Rua David Geronasso,Boa Vista,Curitiba,82560-360
Rua Jovino do Rosário,Boa Vista,Curitiba,82560-435
Rua Antônio Lago,Boa Vista,Curitiba,82560-470
Rua Alberto Potier,Boa Vista,Curitiba,82560-480
Rodovia BR-116,Atuba,Curitiba,82590-100
Rodovia BR-116,Bairro Alto,Curitiba,82590-200
Rodovia BR-116,Tarumã,Curitiba,82590-300
Rodovia BR-116,Tarumã,Curitiba,82590-400
Rua Hilário Moro,Tingui,Curitiba,82600-030
Rua Arnaldo Francisco Scremin,Atuba,Curitiba,82600-059
Rua Alferes Marcílio Machado,Tingui,Curitiba,82600-140
Rua Coronel Benedito Tertuliano Cordeiro,Tingui,Curitiba,82600-190
Rua Luiza Verone Piccoli,Tingui,Curitiba,82600-220
Rua Arminda Alves Assumpção,Tingui,Curitiba,82600-240
Rua Jorge Bonn,Tingui,Curitiba,82600-290
Rua Pedro Skora,Tingui,Curitiba,82600-330
Rua Luiz Manoel Agner,Bacacheri,Curitiba,82600-400
Rua Arary Souto,Tingui,Curitiba,82620-010
Rua Edmundo Alberto Mercer,Tingui,Curitiba,82620-120
Rua Eleanor Roosevelt,Tingui,Curitiba,82620-150
Rua Doutor Sátilas do Amaral Camargo,Tingui,Curitiba,82620-265
Avenida Marechal Mascarenhas de Moraes,Atuba,Curitiba,82620-300
Avenida Paraná,Santa Cândida,Curitiba,82620-360
"Avenida Paraná, 4540",Santa Cândida,Curitiba,82620-981
Rua Odete Laura Foggiato,Atuba,Curitiba,82630-040
Rua Cecília Marques da Luz,Atuba,Curitiba,82630-100
Rua Pintor Ricardo Krieger,Atuba,Curitiba,82630-143
Estrada das Olarias,Atuba,Curitiba,82630-160
Rua Delício dalPra,Atuba,Curitiba,82630-304
Rua Jovino Cavalheiro dos Santos,Atuba,Curitiba,82630-305
Rua Bernardo Bubniak,Atuba,Curitiba,82630-306
Rua Engenheiro Jayme Matzenbacher,Atuba,Curitiba,82630-307
Rua Ângelo Zamir Biasi,Atuba,Curitiba,82630-312
Estrada de Santa Cândida,Santa Cândida,Curitiba,82630-490
Rua Máximo João Kopp,Santa Cândida,Curitiba,82630-492
Rua Tijuca,Santa Cândida,Curitiba,82630-540
Rua Fábio Fanuchi,Santa Cândida,Curitiba,82630-550
Rua Jair do Nascimento César,Santa Cândida,Curitiba,82630-560
Rua Cláudio Mendes Sobrinho,Santa Cândida,Curitiba,82630-562
Rua Idalino Francisco Túlio,Santa Cândida,Curitiba,82630-566
Rua Maria Teixeira de Mello,Santa Cândida,Curitiba,82630-600
Rua Pedro Kachel,Santa Cândida,Curitiba,82630-650
Rua Odijalmas Sabóia Lima,Santa Cândida,Curitiba,82630-660
Rua João Gbur,Santa Cândida,Curitiba,82640-000
Rua Theodoro Makiolka,Santa Cândida,Curitiba,82640-010
Rua Mariano Gardolinski,Santa Cândida,Curitiba,82640-030
Rua Doutor Barreto Coutinho,Santa Cândida,Curitiba,82640-050
Rua José Antônio Leprevost,Santa Cândida,Curitiba,82640-070
Rua Engenheiro Paulo Gabriel Passos Brandão,Santa Cândida,Curitiba,82640-080
Rua Oswaldo Portugal Lobato,Santa Cândida,Curitiba,82640-190
Rua Joaquim Telêmaco Carneiro,Santa Cândida,Curitiba,82640-200
Rua João Reboli,Santa Cândida,Curitiba,82640-230
Rua Fernando de Noronha,Santa Cândida,Curitiba,82640-350
Rua Lourenço Volpi,Santa Cândida,Curitiba,82640-440
Rua Doutor Álvaro Teixeira Pinto,Santa Cândida,Curitiba,82640-580
Rua Ângelo Massuchetto,Boa Vista,Curitiba,82650-010
Rua Maria Joana Mulhmann,Boa Vista,Curitiba,82650-030
Rua Professor Omar Gonçalves da Motta,Boa Vista,Curitiba,82650-110
Rua Francisco das Chagas Lopes,Boa Vista,Curitiba,82650-130
Rua Fernando de Noronha,Boa Vista,Curitiba,82650-145
Rua Maria Madalena de Miranda Wolfart,Boa Vista,Curitiba,82650-190
Rua Vicente Geronasso,Boa Vista,Curitiba,82650-230
Rua Amadeu Natal,Santa Cândida,Curitiba,82650-440
Rua Fernando de Noronha,Santa Cândida,Curitiba,82650-505
Rua Clemens Albert Grimm,Santa Cândida,Curitiba,82650-520
Rua Theodoro Makiolka,Santa Cândida,Curitiba,82650-530
Rua Professor Guilherme Butler,Barreirinha,Curitiba,82700-000
Rua Tomas Morus,Barreirinha,Curitiba,82700-160
Rua Vereador Jurandir de Azevedo e Silva,Barreirinha,Curitiba,82700-300
Rua das Paineiras,Barreirinha,Curitiba,82700-340
Rua dos Alfeneiros,Barreirinha,Curitiba,82700-420
Rua Maria Aparecida Beruski,Barreirinha,Curitiba,82700-430
Rua das Cerejeiras,Barreirinha,Curitiba,82700-510
Rua Alberto Otto,Santa Cândida,Curitiba,82710-150
Rua David Bodziak,Cachoeira,Curitiba,82710-260
Rua Engenheiro Francisco Xavier Driesel,Cachoeira,Curitiba,82710-370
Rua Ovídio Garcez,Cachoeira,Curitiba,82710-410
Estrada Guilherme Weigert,Santa Cândida,Curitiba,82720-000
Estrada Nova de Colombo,Santa Cândida,Curitiba,82720-010
Rua Cora Coralina,Santa Cândida,Curitiba,82720-100
Rua Beppe Gusso,Santa Cândida,Curitiba,82720-110
Rua Lourivaldo José da Costa,Santa Cândida,Curitiba,82720-150
Rua Hildo da Paz,Santa Cândida,Curitiba,82720-220
Rua Irma Schreiner Maran,Santa Cândida,Curitiba,82720-342
Rua Estêvão Manika,Santa Cândida,Curitiba,82720-360
Rua José Ursolino Filho,Santa Cândida,Curitiba,82720-390
Rua Doutor Heitor Valente,Tarumã,Curitiba,82800-050
Rua Diógenes Ridgley Raciop,Tarumã,Curitiba,82800-112
Rua Engenheiro Antônio Batista Ribas,Tarumã,Curitiba,82800-130
Rua Francisco Mota Machado,Capão da Imbuia,Curitiba,82800-230
Avenida Presidente Affonso Camargo,Capão da Imbuia,Curitiba,82800-240
Rua José Rissato,Capão da Imbuia,Curitiba,82800-250
Rua Antônio Simm,Capão da Imbuia,Curitiba,82800-290
Rua Octávio Schiavon,Capão da Imbuia,Curitiba,82800-360
"Avenida Victor Ferreira do Amaral, 2940",Capão da Imbuia,Curitiba,82800-900
Rua Coronel Arthur Ferreira de Abreu,Capão da Imbuia,Curitiba,82810-070
Rua Professor Benedito Conceição,Capão da Imbuia,Curitiba,82810-080
Rua Humberto Mattana,Capão da Imbuia,Curitiba,82810-240
Rua Osmário de Lima,Capão da Imbuia,Curitiba,82810-260
Jardinete Francisca Toni Mathias,Capão da Imbuia,Curitiba,82810-320
Avenida Victor Ferreira do Amaral,Tarumã,Curitiba,82810-350
Rua Paulo Kissula,Capão da Imbuia,Curitiba,82810-530
Rua José Saraiva Ferreira,Capão da Imbuia,Curitiba,82810-606
Rua Zorayde Mandeli,Capão da Imbuia,Curitiba,82810-608
Rua Durval Borges de Macedo,Capão da Imbuia,Curitiba,82810-740
Rua Joaquim da Costa Ribeiro,Bairro Alto,Curitiba,82820-050
Rua Alberico Flores Bueno,Bairro Alto,Curitiba,82820-070
Rua Sebastião Alves Ferreira,Bairro Alto,Curitiba,82820-080
Rua Epaminondas Santos,Bairro Alto,Curitiba,82820-090
Rua José de Oliveira Franco,Bairro Alto,Curitiba,82820-110
Rua Heitor Baggio Vidal,Bairro Alto,Curitiba,82820-120
Rua Bruno Lobo,Bairro Alto,Curitiba,82820-140
Rua Luiz Barreto Murat,Bairro Alto,Curitiba,82820-160
Rua Ada Macaggi,Bairro Alto,Curitiba,82820-170
Rua Visconde de Abaeté,Bairro Alto,Curitiba,82820-210
Rua Rio Negro,Bairro Alto,Curitiba,82820-220
Rua José Lins do Rego,Bairro Alto,Curitiba,82820-230
Rua Mercedes Stresser,Bairro Alto,Curitiba,82820-240
Rua Guglielmo Marconi,Bairro Alto,Curitiba,82820-250
Rua Marco Polo,Bairro Alto,Curitiba,82820-260
Rua João Ramalho,Bairro Alto,Curitiba,82820-280
Rua Albino Kaminski,Bairro Alto,Curitiba,82820-310
Rua Marcílio Dias,Bairro Alto,Curitiba,82820-320
Rua Ministro José Linhares,Bairro Alto,Curitiba,82820-370
Rua Percy Feliciano de Castilho,Bairro Alto,Curitiba,82820-380
Rua Konrad Adenauer,Bairro Alto,Curitiba,82820-540
Praça Ivo Rodrigues,Bairro Alto,Curitiba,82820-550
Avenida Coronel Augusto de Almeida Garret,Tarumã,Curitiba,82821-002
Rua José de Oliveira Franco,Bairro Alto,Curitiba,82840-000
Rua Heitor Baggio Vidal,Bairro Alto,Curitiba,82840-010
Rua Bento Ribeiro,Bairro Alto,Curitiba,82840-030
Rua Indaiá,Bairro Alto,Curitiba,82840-110
Rua Epaminondas Santos,Bairro Alto,Curitiba,82840-150
Rua Rio Japurã,Bairro Alto,Curitiba,82840-220
Rua Arthur Ramos,Bairro Alto,Curitiba,82840-240
Rua Rio Amazonas,Bairro Alto,Curitiba,82840-260
Rua Rio Xingu,Bairro Alto,Curitiba,82840-300
Rua Rio Iriri,Bairro Alto,Curitiba,82840-310
Rua Rio Guaporé,Bairro Alto,Curitiba,82840-320
Rua Rio Jaguaribe,Bairro Alto,Curitiba,82840-330
Rua Rio Mucuri,Bairro Alto,Curitiba,82840-340
Rua Rio Tietê,Bairro Alto,Curitiba,82840-350
Rua Ângelo Breseghello,Bairro Alto,Curitiba,82840-540
Rua Ricardo Gonçalez Júnior,Atuba,Curitiba,82860-110
Rua Durvalina Fernandes,Atuba,Curitiba,82860-140
Rua Valentim Antônio Ribeiro,Atuba,Curitiba,82860-260
Rua Francisco Antônio Ribeiro,Atuba,Curitiba,82860-320
Rua Maria Cacilda de Azevedo,Atuba,Curitiba,82860-410
Rua Pandiá Calógeras,Cajuru,Curitiba,82900-000
Rua Doutor Estevam Ribeiro de Souza Netto,Cajuru,Curitiba,82900-060
Rua Professora Olga Balster,Cajuru,Curitiba,82900-070
Rua Vidal Natividade da Silva,Cajuru,Curitiba,82900-110
Rua Irmão Luiz Vicente,Cajuru,Curitiba,82900-140
Rua Dom João VI,Cajuru,Curitiba,82900-150
Rua Luiz França,Cajuru,Curitiba,82900-250
Rua Albina Reffo Bocchino,Cajuru,Curitiba,82900-260
Rua João Crysóstomo da Rosa,Cajuru,Curitiba,82900-410
Rua dos Ferroviários,Cajuru,Curitiba,82920-100
Rua da Trindade,Cajuru,Curitiba,82920-120
Rua Esper Jorge Chueri,Cajuru,Curitiba,82920-190
Rua Fortaleza,Cajuru,Curitiba,82920-220
Rua Marian Tadeuzs Laslowski,Cajuru,Curitiba,82920-260
Rua Wenceslau Teixeira Alves,Cajuru,Curitiba,82920-310
Rua Bertha Lutz,Cajuru,Curitiba,82920-400
Rua Pedro Violani,Cajuru,Curitiba,82930-040
Rua Niterói,Cajuru,Curitiba,82930-050
Rua Sebastião Marcos Luiz,Cajuru,Curitiba,82930-060
Rua Capitão Guilherme Bianchi,Cajuru,Curitiba,82930-090
Rua Natal,Cajuru,Curitiba,82930-210
Rua Esper Jorge Chueri,Cajuru,Curitiba,82930-220
Rua Dante Melara,Cajuru,Curitiba,82930-240
Rua Terezina,Cajuru,Curitiba,82930-250
Rua da Trindade,Cajuru,Curitiba,82930-255
Rua Tranquilo Saragiotto,Cajuru,Curitiba,82930-436
Rua Leonardo Novicki,Cajuru,Curitiba,82930-548
Rua José Fabiano Barcik,Cajuru,Curitiba,82940-050
Rua Leoclides Pereira de Macedo,Cajuru,Curitiba,82940-060
Rua Miguel Caluf,Cajuru,Curitiba,82940-110
Rua Salim Tacla,Cajuru,Curitiba,82940-130
Rua Goiânia,Cajuru,Curitiba,82940-150
Rua Salvador,Cajuru,Curitiba,82940-160
Rua Niterói,Cajuru,Curitiba,82940-270
Avenida Florianópolis,Cajuru,Curitiba,82940-300
Rua Roraima,Cajuru,Curitiba,82940-330
Rua Bento Gonçalves,Cajuru,Curitiba,82940-410
Rua Brasílio França,Cajuru,Curitiba,82950-040
Rua Catulo da Paixão Cearense,Cajuru,Curitiba,82960-000
Rua Jordânia,Cajuru,Curitiba,82960-010
Rua Amador Bueno,Cajuru,Curitiba,82960-020
Rua Cidade de Antonina,Cajuru,Curitiba,82960-090
Rua Nhundiaquara,Cajuru,Curitiba,82960-120
Rua Ceilão,Cajuru,Curitiba,82960-160
Rua Plátanos,Cajuru,Curitiba,82960-478
Rua Solidariedade,Cajuru,Curitiba,82960-490
Avenida Jornalista Aderbal Gaertner Stresser,Cajuru,Curitiba,82970-012
Rua Doutor Othon Accioly Rodrigues da Costa,Cajuru,Curitiba,82970-040
Rua Edgard de Alencar Guimarães,Cajuru,Curitiba,82970-050
Rua Ângelo João Gottardi,Cajuru,Curitiba,82970-060
Rua Dídimo Agapito da Veiga,Cajuru,Curitiba,82970-090
Rua Izahia Cecin Calixto,Cajuru,Curitiba,82970-180
Rua Doutor Theodorico de Oliveira Franco,Cajuru,Curitiba,82970-210
Rua Reverendo Lauro de Castro,Cajuru,Curitiba,82970-290
Rua Raynoldo Morbis,Cajuru,Curitiba,82980-010
Rua Padre José Poliga,Cajuru,Curitiba,82980-050
Rua Padre Estanislau Cebula,Cajuru,Curitiba,82980-060
Rua Doutor José Giostri Sobrinho,Cajuru,Curitiba,82980-080
Rua João Tobias de Paiva Netto,Cajuru,Curitiba,82980-130
Rua Manoel Felipe Rodrigues Moraes,Cajuru,Curitiba,82980-300
Rua Miguel Pedro Abib,Cajuru,Curitiba,82980-410
Rua Rubens João Henrique Plois,Cajuru,Curitiba,82980-450
Rua Maria Barchiki Chinasso,Cajuru,Curitiba,82980-480
Rua Luiz Visinoni,Cajuru,Curitiba,82990-042
Rua Arthur S. Correia de Freitas,Cajuru,Curitiba,82990-095
Rua Adolpho Carniatto,Cajuru,Curitiba,82990-195
Rua Radialista Oldemar Kramer,Cajuru,Curitiba,82990-197
Rua Engenheiro Sílvio Asinelli,Cajuru,Curitiba,82990-218
Rua Rubens Thomé Speltz,Cajuru,Curitiba,82990-270
Rua Feliciano Kurek,Cajuru,Curitiba,82990-477
Rua José Osinski,Cajuru,Curitiba,82990-479
