Logradouro/Nome,Bairro/Distrito,Localidade/UF,CEP
Rua Ricardo Hugo Iwersen,Uberaba,Curitiba/PR,81590-280
Rua Doutor Fábio Rogério Bertoli Arns - de 141/142 ao fim,Uberaba,Curitiba/PR,81590-290
Rua Antônio Emílio Cumin,Uberaba,Curitiba/PR,81590-300
Rua Mariano Augusto da Luz,Uberaba,Curitiba/PR,81590-310
Rua do Guarumbi - de 86/87 ao fim,Uberaba,Curitiba/PR,81590-320
Rua Thadeu Opolski,Uberaba,Curitiba/PR,81590-323
Rua Monsenhor Dunand,Uberaba,Curitiba/PR,81590-330
Rua Paulino Vieira da Silva,Uberaba,Curitiba/PR,81590-335
Rua Joanita Luíza Zaninelli Pereira,Uberaba,Curitiba/PR,81590-336
Rua Hipólito César Sobrinho,Uberaba,Curitiba/PR,81590-337
Rua Victor Luiz Maganhoto,Uberaba,Curitiba/PR,81590-340
Rua das Tangerinas,Uberaba,Curitiba/PR,81590-350
Rua Lygia Erichsen Carneiro,Uberaba,Curitiba/PR,81590-360
Rua Avelino Mantovani,Uberaba,Curitiba/PR,81590-370
Rua José Gelbcke,Uberaba,Curitiba/PR,81590-380
Rua Senador Alô Guimarães,Uberaba,Curitiba/PR,81590-390
Rua Cabo Cornélio de Souza Martins,Uberaba,Curitiba/PR,81590-400
Rua Padre Augusto Kolek,Uberaba,Curitiba/PR,81590-410
Rua Padre João Salanczyk,Uberaba,Curitiba/PR,81590-420
Rua Zenaida Zukoski,Uberaba,Curitiba/PR,81590-430
Rua Alice Vilas Boas da Conceição,Uberaba,Curitiba/PR,81590-440
Rua Carlos Mikos,Uberaba,Curitiba/PR,81590-450
Rua Maria Diná das Chagas Zelinski,Uberaba,Curitiba/PR,81590-460
Rua Adhmar Vieira de Araújo,Uberaba,Curitiba/PR,81590-470
Jardinete Coronel Almir Silva,Uberaba,Curitiba/PR,81590-475
Rua Palminor Rodrigues Ferreira (Lápis),Uberaba,Curitiba/PR,81590-480
Rua Francisco Konfidera,Uberaba,Curitiba/PR,81590-490
Rua Nicodemus Zeglin,Uberaba,Curitiba/PR,81590-500
Rua Olindo Caetani - até 1214/1215,Uberaba,Curitiba/PR,81590-510
Rua Doutor Ozéas Saraiva de Araújo,Uberaba,Curitiba/PR,81590-520
Rua Oswaldo Francisco Goelzer,Uberaba,Curitiba/PR,81590-530
Rua Luiz Venâncio,Uberaba,Curitiba/PR,81590-540
Rua Belarmina Ferreira,Uberaba,Curitiba/PR,81590-541
Rua Aline Cristina Bezerra,Uberaba,Curitiba/PR,81590-542
Rua Alffonso Krainski,Uberaba,Curitiba/PR,81590-543
Rua Mário Bassi Júnior,Uberaba,Curitiba/PR,81590-544
Rua Miguel Tatarin,Uberaba,Curitiba/PR,81590-545
Rua Antônio Tortato,Uberaba,Curitiba/PR,81590-546
Rua Robison Ferreira de Andrade,Uberaba,Curitiba/PR,81590-547
Rua Doutor Magnus Sondahl,Uberaba,Curitiba/PR,81590-548
Rua Luciana Biscaia Ribeiro,Uberaba,Curitiba/PR,81590-549
Rua Maria Medeiros Damas,Uberaba,Curitiba/PR,81590-550
Rua Pedro Joaquim de Castro,Uberaba,Curitiba/PR,81590-551
Rua Fernando Antônio Alberti,Uberaba,Curitiba/PR,81590-552
Rua Olindo Donadel,Uberaba,Curitiba/PR,81590-553
Rua Tadeu Cararo,Uberaba,Curitiba/PR,81590-554
Rua Sônia Maria Telichinski Rodrigues,Uberaba,Curitiba/PR,81590-555
Rua Despachante Manoel Lourenço de Carvalho,Uberaba,Curitiba/PR,81590-556
Rua Rozália Tatarin,Uberaba,Curitiba/PR,81590-557
Rua Pedro Ercole,Uberaba,Curitiba/PR,81590-558
Rua Sargento Luiz Carias de Oliveira,Uberaba,Curitiba/PR,81590-559
Rua Rodrigo Guilherme Theobaldo Vita,Uberaba,Curitiba/PR,81590-560
Rua Maria Cavallin Losso,Uberaba,Curitiba/PR,81590-561
Rua Elvira Mafalda Cavichiolo,Uberaba,Curitiba/PR,81590-562
Rua Elza Luttmann,Uberaba,Curitiba/PR,81590-563
Rua Ivo Tonetti,Uberaba,Curitiba/PR,81590-564
Rua Cláudio Paulo da Cruz Pilato,Uberaba,Curitiba/PR,81590-565
Rua José Arcione Roberto Batista,Uberaba,Curitiba/PR,81590-566
Rua Feliciano Tomelin,Uberaba,Curitiba/PR,81590-567
Rua Paulo César Rodrigues de Almeida,Uberaba,Curitiba/PR,81590-568
Rua Elson José da Silva,Uberaba,Curitiba/PR,81590-569
Rua Ady Romária Conceição Mendonça,Uberaba,Curitiba/PR,81590-570
Rua Helena Carcereri Piekarski,Uberaba,Curitiba/PR,81590-571
Rua Anna Pietrobelli Iensen,Uberaba,Curitiba/PR,81590-572
Rua Capitão Aureliano Gutierres,Uberaba,Curitiba/PR,81590-573
Rua Everson Casteliano Pereira,Uberaba,Curitiba/PR,81590-574
Rua Pedro Trevisan,Uberaba,Curitiba/PR,81590-575
Rua Daniel Cândido de Carvalho,Uberaba,Curitiba/PR,81590-576
Rua Donato Cordeiro,Uberaba,Curitiba/PR,81590-577
Rua Rogério Rubens Gusso,Uberaba,Curitiba/PR,81590-578
Rua Desembargador Mário Rau,Uberaba,Curitiba/PR,81590-579
Rua Engenheiro Alfredo Geraldo Sica Pinto,Uberaba,Curitiba/PR,81590-580
Rua Adam Kazimierz Masilak,Uberaba,Curitiba/PR,81590-581
Rua Comandante Joubert Wanderley,Uberaba,Curitiba/PR,81590-582
Rua Marilei Carvalho,Uberaba,Curitiba/PR,81590-583
Rua José Benedito Oliveira,Uberaba,Curitiba/PR,81590-584
Rua João Henrique Hoffmann,Uberaba,Curitiba/PR,81590-585
Rua Débora Delamônica de Castro Guitierrez,Uberaba,Curitiba/PR,81590-586
Rua Arquiteta Milna Maria Oliveira Leone,Uberaba,Curitiba/PR,81590-588
Rua Jorge Luiz Freygang,Uberaba,Curitiba/PR,81590-590
Rua Guirino Jory,Uberaba,Curitiba/PR,81590-592
Rua Maria Clerici Jungles,Uberaba,Curitiba/PR,81590-593
Rua José Laurindo de Castro,Uberaba,Curitiba/PR,81590-596
Rua José Cubas Martins,Uberaba,Curitiba/PR,81590-600
Rua Belarmina Soares Sampaio,Uberaba,Curitiba/PR,81590-601
Rua Lydia Rueda Corardi,Uberaba,Curitiba/PR,81590-602
Rua Edson Luiz Dill,Uberaba,Curitiba/PR,81590-603
Rua Vicente de Cristo,Uberaba,Curitiba/PR,81590-610
Rua Reinaldo Gustavo Paulo Zimer,Uberaba,Curitiba/PR,81590-612
Rua Gustavo Barrozo Gonçalves,Uberaba,Curitiba/PR,81590-614
Rua Erony Honório Fernandes,Uberaba,Curitiba/PR,81590-616
Rua Anna Maria Pilatti Oliveira,Uberaba,Curitiba/PR,81590-618
Rua Dimas Miranda de Barros,Uberaba,Curitiba/PR,81590-619
Rua Odenir Dissenha,Uberaba,Curitiba/PR,81590-620
Rua Félix Budel,Uberaba,Curitiba/PR,81590-630
Rua Guissardo Pilati,Uberaba,Curitiba/PR,81590-640
Rua Leo de Abreu Miró,Uberaba,Curitiba/PR,81590-650
Avenida Marechal Floriano Peixoto - de 4547 a 6529 - lado ímpar,Hauer,Curitiba/PR,81610-000
Praça Joaquim Menelau de Almeida Torres,Hauer,Curitiba/PR,81610-010
Rua Anne Frank - até 2059/2060,Hauer,Curitiba/PR,81610-020
Praça Dom Geraldo Fernandes,Hauer,Curitiba/PR,81610-030
Rua Bom Jesus de Iguape - até 2179/2180,Hauer,Curitiba/PR,81610-040
Rua Carlos de Laet - até 2329/2330,Hauer,Curitiba/PR,81610-050
Rua Bartolomeu Lourenço de Gusmão - até 1444/1445,Hauer,Curitiba/PR,81610-060
Rua das Carmelitas - até 989/990,Hauer,Curitiba/PR,81610-070
Rua Canal Belém - até 6090 - lado par,Hauer,Curitiba/PR,81610-080
Rua Irmã Maria Lúcia Roland,Hauer,Curitiba/PR,81610-090
Rua Waldemar Kost - até 794/795,Hauer,Curitiba/PR,81610-100
Rua Alcino Guanabara - até 759/760,Hauer,Curitiba/PR,81610-110
Rua Doutor Júlio César Ribeiro de Souza - até 724/725,Hauer,Curitiba/PR,81610-120
Rua Frei Henrique de Coimbra - até 689/690,Hauer,Curitiba/PR,81610-130
Rua São Bento - até 664/665,Hauer,Curitiba/PR,81610-140
Rua Presidente Pádua Fleury - até 629/630,Hauer,Curitiba/PR,81610-150
Rua Coronel Antônio Ricardo dos Santos - até 609/610,Hauer,Curitiba/PR,81610-160
Rua Major Fabriciano do Rego Barros - até 579/580,Hauer,Curitiba/PR,81610-170
Rua Roberto Hauer,Hauer,Curitiba/PR,81610-180
Rua Artur Hauer,Hauer,Curitiba/PR,81610-190
Terminal Vila Hauer,Hauer,Curitiba/PR,81610-200
Rua Eduardo Polak,Hauer,Curitiba/PR,81610-210
Rua Miguel Poholink,Hauer,Curitiba/PR,81610-220
Avenida Marechal Floriano Peixoto - de 4546 a 6530 - lado par,Hauer,Curitiba/PR,81630-000
Rua Tenente Francisco Ferreira de Souza - até 1834/1835,Hauer,Curitiba/PR,81630-010
Rua Frederico Maurer - até 1769/1770,Hauer,Curitiba/PR,81630-020
Rua Doutor Dalton Dória Pinto,Hauer,Curitiba/PR,81630-030
Rua Professora Maria de Assumpção - até 1689/1690,Hauer,Curitiba/PR,81630-040
Rua Isaías Régis de Miranda - até 1599/1600,Hauer,Curitiba/PR,81630-050
Rua Professor João Soares Barcelos - até 1529/1530,Hauer,Curitiba/PR,81630-060
Rua Oliveira Viana - até 1454/1455,Hauer,Curitiba/PR,81630-070
Praça Alfredo Hauer,Hauer,Curitiba/PR,81630-080
Rua Padre Dehon - até 1389/1390,Hauer,Curitiba/PR,81630-090
Rua Major Theolindo Ferreira Ribas - até 1359/1360,Hauer,Curitiba/PR,81630-100
Rua Paulo Setúbal - até 1239/1240,Hauer,Curitiba/PR,81630-110
Rua Professor José Nogueira dos Santos - até 1214/1215,Hauer,Curitiba/PR,81630-120
Rua Conde de São João das Duas Barras - até 1139/1140,Hauer,Curitiba/PR,81630-130
Rua Raggi Izar - até 1069/1070,Hauer,Curitiba/PR,81630-140
Rua Engenheiro Emílio Guetter,Hauer,Curitiba/PR,81630-150
Rua Chanceler Oswaldo Aranha,Hauer,Curitiba/PR,81630-160
Rua Irmã Flávia Borlet - até 1680 - lado par,Hauer,Curitiba/PR,81630-170
Rua Waldemar Kost - de 796/797 a 2798/2799,Hauer,Curitiba/PR,81630-180
Rua Waldemar Kost - de 2800 ao fim - lado par,Hauer,Curitiba/PR,81630-182
Rua Alcino Guanabara - de 761/762 ao fim,Hauer,Curitiba/PR,81630-190
Rua Doutor Júlio César Ribeiro de Souza - de 726/727 ao fim,Hauer,Curitiba/PR,81630-200
Rua Victório Malucelli,Hauer,Curitiba/PR,81630-210
Rua Frei Henrique de Coimbra - de 691/692 ao fim,Hauer,Curitiba/PR,81630-220
Rua São Bento - de 666/667 ao fim,Hauer,Curitiba/PR,81630-230
Rua Presidente Pádua Fleury - de 631/632 ao fim,Hauer,Curitiba/PR,81630-240
Rua Coronel Antônio Ricardo dos Santos - de 611/612 ao fim,Hauer,Curitiba/PR,81630-250
Rua Major Fabriciano do Rego Barros - de 581/582 ao fim,Hauer,Curitiba/PR,81630-260
Rua Sônia Maria,Hauer,Curitiba/PR,81630-270
Rua Wilson Lois Koehler Júnior,Hauer,Curitiba/PR,81630-280
Rua Fanny Hauer,Hauer,Curitiba/PR,81630-310
Rua Nicolau Kresko,Hauer,Curitiba/PR,81630-320
Rua Irmã Flávia Borlet - de 1682/1683 ao fim,Xaxim,Curitiba/PR,81630-500
Rua Carmen Gorski Camargo,Xaxim,Curitiba/PR,81630-502
Rua Joaquim Francisco Bueno,Xaxim,Curitiba/PR,81630-510
Rua Waldemar Kost - de 2801 ao fim - lado ímpar,Xaxim,Curitiba/PR,81630-512
"Avenida Marechal Floriano Peixoto, 5500

HSBC",Hauer,Curitiba/PR,81630-900
Avenida Marechal Floriano Peixoto - de 6531 ao fim - lado ímpar,Boqueirão,Curitiba/PR,81650-000
Praça Nossa Senhora do Carmo,Boqueirão,Curitiba/PR,81650-010
Rua Anne Frank - de 2061/2062 a 4279/4280,Boqueirão,Curitiba/PR,81650-020
Rua Bom Jesus de Iguape - de 2181/2182 a 4394/4395,Boqueirão,Curitiba/PR,81650-030
Rua Carlos de Laet - de 2331/2332 a 4524/4525,Boqueirão,Curitiba/PR,81650-040
Rua Bartolomeu Lourenço de Gusmão - de 1446/1447 a 3654/3655,Boqueirão,Curitiba/PR,81650-050
Rua das Carmelitas - de 991/992 a 3209/3210,Boqueirão,Curitiba/PR,81650-060
Rua Ludovika Bordenoski Lopes,Boqueirão,Curitiba/PR,81650-070
Rua Roldão Rodrigues Queiroz,Boqueirão,Curitiba/PR,81650-080
Rua Carlos Essenfelder - até 2584/2585,Boqueirão,Curitiba/PR,81650-090
Rua Aparício Lemes,Boqueirão,Curitiba/PR,81650-100
Rua O Brasil para Cristo - até 1769/1770,Boqueirão,Curitiba/PR,81650-110
Rua William Booth - até 1339/1340,Boqueirão,Curitiba/PR,81650-120
Rua Sargento Antônio Putrique,Boqueirão,Curitiba/PR,81650-130
Rua Abílio Rodrigues do Nascimento,Boqueirão,Curitiba/PR,81650-135
Rua Romeu Bach,Boqueirão,Curitiba/PR,81650-140
Rua Cadete Reno Guido Longo Júnior,Boqueirão,Curitiba/PR,81650-150
Rua Aristóteles da Silva Santos,Boqueirão,Curitiba/PR,81650-160
Rua Yassushi Mori,Boqueirão,Curitiba/PR,81650-170
Rua Canal Belém - de 6092 a 8390 - lado par,Boqueirão,Curitiba/PR,81650-180
Rua Elton Roberto de Moura Torres,Boqueirão,Curitiba/PR,81650-190
Rua Waldemar Loureiro Campos - até 1429/1430,Boqueirão,Curitiba/PR,81650-200
Rua Napoleão Laureano,Boqueirão,Curitiba/PR,81650-210
Rua Antônio Schiebel - até 1299/1300,Boqueirão,Curitiba/PR,81650-220
Rua Salvador Ferrante - até 1229/1230,Boqueirão,Curitiba/PR,81650-230
Rua Coronel Luiz José dos Santos - até 1189/1190,Boqueirão,Curitiba/PR,81650-240
Rua Professor José Maurício Higgins - até 1124/1125,Boqueirão,Curitiba/PR,81650-250
Rua José Peixoto de Lacerda Wernek,Boqueirão,Curitiba/PR,81650-260
Rua Maria Lícia Barauce Ayres,Boqueirão,Curitiba/PR,81650-262
Rua Antônio Sprada,Boqueirão,Curitiba/PR,81650-264
Rua Tenente Tito Teixeira de Castro - até 1059/1060,Boqueirão,Curitiba/PR,81650-270
Rua Hipólito da Costa - até 989/990,Boqueirão,Curitiba/PR,81650-280
Rua Cleto da Silva - até 929/930,Boqueirão,Curitiba/PR,81650-290
Rua Evaristo da Veiga - até 879/880,Boqueirão,Curitiba/PR,81650-300
Rua Josepha Deren Destefani,Boqueirão,Curitiba/PR,81650-310
Terminal Carmo,Boqueirão,Curitiba/PR,81650-320
Rua Italino Peruffo,Boqueirão,Curitiba/PR,81650-330
Rua da Cidadania do Carmo,Boqueirão,Curitiba/PR,81650-340
Rua Dirceu José Guimarães,Boqueirão,Curitiba/PR,81650-350
"Rua Bom Jesus de Iguape, 2877

Sec de Bens Móveis/GEPAS",Boqueirão,Curitiba/PR,81650-900
"Rua Bom Jesus de Iguape, 2865

Sec Gestão Documental/GEPAS",Boqueirão,Curitiba/PR,81650-901
"Avenida Marechal Floriano Peixoto, 7651 Clique e Retire Correios

AGF Floriano Peixoto Clique e Retire",Boqueirão,Curitiba/PR,81650-959
"Rua Tenente Tito Teixeira de Castro, 714

CTO Curitiba",Boqueirão,Curitiba/PR,81650-970
"Rua Bom Jesus de Iguape, 2877

CDD Uberaba",Boqueirão,Curitiba/PR,81650-971
"Avenida Marechal Floriano Peixoto, 7651

AGF Floriano Peixoto",Boqueirão,Curitiba/PR,81650-981
Avenida Marechal Floriano Peixoto - de 6532 a 10460 - lado par,Boqueirão,Curitiba/PR,81670-000
Rua Tenente Francisco Ferreira de Souza - de 1836/1837 ao fim,Boqueirão,Curitiba/PR,81670-010
Rua Frederico Maurer - de 1771/1772 ao fim,Boqueirão,Curitiba/PR,81670-020
Rua Arthur Pina,Boqueirão,Curitiba/PR,81670-030
Rua Professora Maria de Assumpção - de 1691/1692 ao fim,Boqueirão,Curitiba/PR,81670-040
Praça Prefeito Lineu Ferreira do Amaral,Boqueirão,Curitiba/PR,81670-050
Rua Afonso Nassife,Boqueirão,Curitiba/PR,81670-060
Rua Isaías Régis de Miranda - de 1601/1602 ao fim,Boqueirão,Curitiba/PR,81670-070
Rua Professor João Soares Barcelos - de 1531/1532 ao fim,Boqueirão,Curitiba/PR,81670-080
Rua Oliveira Viana - de 1456/1457 ao fim,Boqueirão,Curitiba/PR,81670-090
Rua Padre Dehon - de 1391/1392 ao fim,Boqueirão,Curitiba/PR,81670-100
Rua Major Theolindo Ferreira Ribas - de 1361/1362 ao fim,Boqueirão,Curitiba/PR,81670-110
Praça da Colonização Menonita,Boqueirão,Curitiba/PR,81670-120
Rua Paulo Setúbal - de 1241/1242 a 3519/3520,Boqueirão,Curitiba/PR,81670-130
Jardinete Helmuth Peyerl,Boqueirão,Curitiba/PR,81670-132
Rua Professor João de Freitas,Boqueirão,Curitiba/PR,81670-140
Rua Luiz Dallagassa,Boqueirão,Curitiba/PR,81670-150
Rua Professor José Nogueira dos Santos - de 1216/1217 ao fim,Boqueirão,Curitiba/PR,81670-160
Rua Conde de São João das Duas Barras - de 1141/1142 ao fim,Boqueirão,Curitiba/PR,81670-170
Rua Cascavel - até 889/890,Boqueirão,Curitiba/PR,81670-180
Rua Daniel Dibas,Boqueirão,Curitiba/PR,81670-182
Rua Raggi Izar - de 1071/1072 ao fim,Boqueirão,Curitiba/PR,81670-190
Praça Amazires Bley Davet,Boqueirão,Curitiba/PR,81670-195
Rua 25 de Agosto,Boqueirão,Curitiba/PR,81670-200
Rua Humberto Ciccarino,Boqueirão,Curitiba/PR,81670-210
Rua Antônio Rebelatto - de 1151/1152 ao fim,Boqueirão,Curitiba/PR,81670-230
Rua Dulcília Sequinele Pinheiro,Boqueirão,Curitiba/PR,81670-240
Rua Doutor Danilo Gomes - até 899/900,Boqueirão,Curitiba/PR,81670-250
Rua Adalberto Ferruci Pereira,Boqueirão,Curitiba/PR,81670-260
Rua Joaquim Macan,Boqueirão,Curitiba/PR,81670-270
Rua Professora Ernestina Alves de Almeida,Boqueirão,Curitiba/PR,81670-280
Rua Clara Tedesco - de 2606/2607 a 3069/3070,Boqueirão,Curitiba/PR,81670-290
Rua Plácido Gonçalves,Boqueirão,Curitiba/PR,81670-300
Rua Pedro Wobeto,Boqueirão,Curitiba/PR,81670-310
Rua José Renno Pereira Filho,Boqueirão,Curitiba/PR,81670-320
Rua Gilberto Nassif,Boqueirão,Curitiba/PR,81670-322
Rua Acyr Boza,Boqueirão,Curitiba/PR,81670-330
Rua Pastor David Koop,Boqueirão,Curitiba/PR,81670-340
Rua Constantino Tedesco,Boqueirão,Curitiba/PR,81670-350
Rua Waldemar Loureiro Campos - de 1431/1432 a 3259/3260,Boqueirão,Curitiba/PR,81670-360
Rua Gabriel Corisco Domingues - até 869/870,Boqueirão,Curitiba/PR,81670-370
Rua Antônio Schiebel - de 1301/1302 ao fim,Boqueirão,Curitiba/PR,81670-380
Rua Gabriel Corisco Domingues - de 871/872 ao fim,Boqueirão,Curitiba/PR,81670-382
Rua Salvador Ferrante - de 1231/1232 a 2604/2605,Boqueirão,Curitiba/PR,81670-390
Rua Coronel Luiz José dos Santos - de 1191/1192 a 2929/2930,Boqueirão,Curitiba/PR,81670-400
Rua Professor José Maurício Higgins - de 1126/1127 ao fim,Boqueirão,Curitiba/PR,81670-410
Rua Vereador Antônio Carnasciali,Boqueirão,Curitiba/PR,81670-420
Rua Tenente Tito Teixeira de Castro - de 1061/1062 ao fim,Boqueirão,Curitiba/PR,81670-430
Rua Hipólito da Costa - de 991/992 a 2729/2730,Boqueirão,Curitiba/PR,81670-440
Rua Cleto da Silva - de 931/932 ao fim,Boqueirão,Curitiba/PR,81670-450
Rua Evaristo da Veiga - de 881/882 ao fim,Boqueirão,Curitiba/PR,81670-460
Rua Irmã Flávia Borlet - até 1681 - lado ímpar,Boqueirão,Curitiba/PR,81670-464
Rua Capitão Joviano Marques de Oliveira,Boqueirão,Curitiba/PR,81670-470
Rua Capitão Audálio Moreira,Boqueirão,Curitiba/PR,81670-480
Jardinete Tenente Manuel Gomes de Britto,Boqueirão,Curitiba/PR,81670-490
Rua Noêmia Corrêa Negrão Schier,Boqueirão,Curitiba/PR,81670-500
Rua Carlos Alberto de Druzina,Boqueirão,Curitiba/PR,81670-510
Rua Antônio Kosovski,Boqueirão,Curitiba/PR,81670-520
Rua Osmar Hilbert,Boqueirão,Curitiba/PR,81670-530
Rodovia BR-116 - de 8532 a 10070 - lado par,Jardim Botânico,Curitiba/PR,81690-100
Rodovia BR-116 - de 10072 a 12234 - lado par,Prado Velho,Curitiba/PR,81690-150
Rodovia BR-116 - de 8531 a 10069 - lado ímpar,Jardim das Américas,Curitiba/PR,81690-190
Rodovia BR-116 - de 12236/12237 a 15979/15980,Xaxim,Curitiba/PR,81690-200
Rodovia BR-116 - de 15981/15982 a 17559/17560,Xaxim,Curitiba/PR,81690-300
Rodovia BR-116 - de 17561 a 17939 - lado ímpar,Xaxim,Curitiba/PR,81690-310
Rodovia BR-116 - de 17941/17942 a 20929/20930,Pinheirinho,Curitiba/PR,81690-400
Rodovia BR-116 - de 17562 a 17940 - lado par,Pinheirinho,Curitiba/PR,81690-410
Rodovia BR-116 - de 20931/20932 a 25108/25109,Tatuquara,Curitiba/PR,81690-500
"Rodovia BR-116, 18299

Indústrias Todeschini S/A",Pinheirinho,Curitiba/PR,81690-900
"Rodovia BR-116, 22881

CEASA - Centrais de Abastecimento do Paraná",Tatuquara,Curitiba/PR,81690-901
Rua Francisco Derosso - até 1724/1725,Xaxim,Curitiba/PR,81710-000
Rua José Rebelato,Xaxim,Curitiba/PR,81710-010
Rua Affonso Rebellato,Xaxim,Curitiba/PR,81710-020
Rua São Jorge,Xaxim,Curitiba/PR,81710-030
Travessa Antônio do Rosário,Xaxim,Curitiba/PR,81710-035
Rua Alfredo Pires Furiatti,Xaxim,Curitiba/PR,81710-040
Rua Octacyr Reinaldo Mion,Xaxim,Curitiba/PR,81710-050
Rua Waldemar Henrique Ehlke,Xaxim,Curitiba/PR,81710-060
Rua Max Schrappe,Xaxim,Curitiba/PR,81710-070
Rua Antônio Floriano Filho,Xaxim,Curitiba/PR,81710-080
Rua Vítor Stec,Xaxim,Curitiba/PR,81710-090
Rua André Ferreira Camargo,Xaxim,Curitiba/PR,81710-100
Rua Leonora Corrêa Skrepec,Xaxim,Curitiba/PR,81710-104
Rua Tenente Olderico Gabardo,Xaxim,Curitiba/PR,81710-110
Rua Antônio Rebelatto - até 1149/1150,Xaxim,Curitiba/PR,81710-120
Rua Elísio Gabardo,Xaxim,Curitiba/PR,81710-130
Rua Innocente Rebellato,Xaxim,Curitiba/PR,81710-140
Rua Ulisses Gavazzoni,Xaxim,Curitiba/PR,81710-150
Rua Humberto Higino Parolin,Xaxim,Curitiba/PR,81710-160
Rua Palmira dos Santos,Xaxim,Curitiba/PR,81710-165
Rua Menino Jesus,Xaxim,Curitiba/PR,81710-170
Rua Pérola,Xaxim,Curitiba/PR,81710-180
Rua Dom José Marello,Xaxim,Curitiba/PR,81710-190
Rua Seiro Nakamura,Xaxim,Curitiba/PR,81710-200
Rua Ana Aparecida Lopos Canet,Xaxim,Curitiba/PR,81710-210
Rua José Petroski,Xaxim,Curitiba/PR,81710-220
Rua José Ader,Xaxim,Curitiba/PR,81710-230
Rua Vereador Oswaldo Nascimento Bittencourt,Xaxim,Curitiba/PR,81710-240
Rua Professor Leonel Moro,Xaxim,Curitiba/PR,81710-250
Rua Luiz Renato Mocellin,Xaxim,Curitiba/PR,81710-260
Rua Hermínia Zanetti,Xaxim,Curitiba/PR,81710-270
Rua Arcendino Rosa Neves,Xaxim,Curitiba/PR,81710-280
Rua Adão Nivaldo de Oliveira,Xaxim,Curitiba/PR,81710-290
Rua Hélcio da Cunha Ajuz,Xaxim,Curitiba/PR,81710-300
Rua João Machado,Xaxim,Curitiba/PR,81710-310
Rua Santo Garbuio,Xaxim,Curitiba/PR,81710-320
Rua Arnaldo Gabardo,Xaxim,Curitiba/PR,81710-330
Rua Catarina Gabardo,Xaxim,Curitiba/PR,81710-340
Rua Jorge de Poli,Xaxim,Curitiba/PR,81710-350
Rua Vicente Nicolau Kopytowski,Xaxim,Curitiba/PR,81710-360
Rua Pedro Gabardo,Xaxim,Curitiba/PR,81710-365
Rua Cristiano Strobel - até 854/855,Xaxim,Curitiba/PR,81710-370
Rua Hipólito da Costa - de 2731/2732 ao fim,Xaxim,Curitiba/PR,81710-380
Praça Engenheiro Gil Reinaldo Glaser,Xaxim,Curitiba/PR,81710-390
Rua Érico Andretta,Xaxim,Curitiba/PR,81710-400
Rua Emília Andretta,Xaxim,Curitiba/PR,81710-410
Rua Coronel Luiz José dos Santos - de 2931/2932 a 3819/3820,Xaxim,Curitiba/PR,81710-420
Rua Jacob Romanichen,Xaxim,Curitiba/PR,81710-430
Rua Pedro Miquelissa,Xaxim,Curitiba/PR,81710-440
Rua José Brum,Xaxim,Curitiba/PR,81710-450
Rua Antônio Adilson Neves,Xaxim,Curitiba/PR,81710-490
Rua Eneas de Almeida Eidam,Xaxim,Curitiba/PR,81710-492
Rua Neno Grande,Xaxim,Curitiba/PR,81710-494
Rua Professora Christina Janiski Antoniacomi,Xaxim,Curitiba/PR,81710-496
Rua João Maria Tigrinho Miquelasso,Xaxim,Curitiba/PR,81710-500
Praça Imer Collares Marques,Xaxim,Curitiba/PR,81710-510
Rua Pastor José Pinheiro de Lacerda,Xaxim,Curitiba/PR,81710-520
Rua Frederico Lampe,Xaxim,Curitiba/PR,81710-540
Rua Álvaro Bello Sovinski,Xaxim,Curitiba/PR,81710-550
Praça Padre Mário Tésio,Xaxim,Curitiba/PR,81710-560
Rua Gilmar José Carneiro,Xaxim,Curitiba/PR,81710-570
Jardinete Zelinda Fanini Schier,Xaxim,Curitiba/PR,81710-580
Rua Maria da Luz Rocha Belão,Xaxim,Curitiba/PR,81710-590
Rua José Vendrametto,Xaxim,Curitiba/PR,81710-600
Rua Franz Hiebert,Xaxim,Curitiba/PR,81710-605
Rua Antônio Bertazoni,Xaxim,Curitiba/PR,81710-610
Rua Francisco Derosso - de 1726/1727 a 3400/3401,Xaxim,Curitiba/PR,81720-000
Rua Leôncio Lopes Cortiano - até 859/860,Xaxim,Curitiba/PR,81720-010
Rua Lauro Tavares Rodrigues,Xaxim,Curitiba/PR,81720-020
Rua Coronel José Leal Fontoura,Xaxim,Curitiba/PR,81720-030
Rua Jorge Wendler,Xaxim,Curitiba/PR,81720-040
Rua Osni Silveira,Xaxim,Curitiba/PR,81720-050
Rua Miguel José Grein,Xaxim,Curitiba/PR,81720-060
Rua General Theodorico Gonçalves Guimarães,Xaxim,Curitiba/PR,81720-070
Rua Peter Heinrichs,Xaxim,Curitiba/PR,81720-072
